id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,url,image_url
27,Veggie-licious golden muffins!,Muffins don’t have to be sweet to be tasty!,16,15,15,12Months,"['1 tsp olive oil', '100g leek', '50g red pepper', '150g self-raising flour', '1.5 tsp bicarbonate of soda', '50g butter', '125g milk', '1 egg, beaten', '100 sweetcorn', '1 tsp dried basil']","['Pan fry the diced leeks and pepper in the olive oil until soft', 'In a big bowl, mix the flour and bicarbonate of soda', 'Melt butter in a jug, pour in milk and add the beaten egg', 'Stir into the flour until well combined and then mix in the leeks, pepper, sweetcorn and basil', 'Spoon into a greased silicon muffin tin and bake at 190C for 14 minutes until risen and golden brown']",https://www.ellaskitchen.co.uk/recipes/veggie-muffin-toddler-recipe,
28,Nice-n-Spicy Veggie Curry,We’ve got your little one covered for curry night!,4,10,20,12Months,"['1/2 large cauliflower (about 250g), chopped into small chunks', '1 aubergine, diced', '1 onion, diced', '2 tbsp olive oil', '2 tsp mild curry powder', '1 tin coconut milk', '1 tin chopped tomatoes', '1 tin of chickpeas, drained', '200g basmati rice']","['Steam or boil the cauliflower until soft.', 'Fry the onion in the olive oil until  transparent. Add the aubergine and fry until soft', 'Add the curry powder and cauliflower to the pan and stir through', 'Add the coconut milk, tomatoes and chickpeas and bring to a simmer. Cook for 10-15 minutes until the sauce thickens', 'Meanwhile, cook the rice according to the pack instructions', 'Mash the vegetables with the back of a fork if your little one needs less texture and serve with basmati rice']",https://www.ellaskitchen.co.uk/recipes/veggie-curry-toddler-recipe,
29,Swirly Pizza Pinwheel puffs,Time for a pizza party! With all the flavours of a classic margherita this is bound to melt hearts.,20,10,25,12Months,"['320 g/11¼ oz sheet of ready-rolled puff pastry', '2 tablespoons tomato pesto', '½ teaspoon dried oregano', '50 g/1¾ oz baby spinach leaves, finely chopped', '85 g/3 oz cheddar cheese, grated', '1 egg, lightly beaten, for glazing']","['Preheat the oven to 200°C/400°F/Gas Mark 6', 'Unroll the puff pastry leaving it on its backing paper. Spread the tomato pesto evenly over the top, leaving a 1 cm/½ inch border around the edge. Sprinkle over the oregano and arrange the spinach on top in an even layer, then finish with a scattering of cheese', 'Starting from one of the short ends, tightly roll the pastry up into a roll and chill in the fridge for 5 minutes or until ready to cook. Cut into 20 equal slices, about 1 cm/½ inch thick and place flat-side down and slightly spaced out to allow for spreading on the baking tray, using the backing paper to line the tray', 'Lightly brush each pizza puff with egg and bake for 20–25 minutes until risen and cooked through. Leave to cool slightly before serving – cut in half if serving to young ones. Serve with steamed red pepper and carrot sticks as finger food. The pizza puffs will keep in an airtight container in the fridge for up to 3 days']",https://www.ellaskitchen.co.uk/recipes/swirly-pizza-pinwheel-puffs,
30,Delish-y Fishy Picky Plate,Salads can be tricky for little ones to eat but this finger food salad is perfect for little hands to pick up!,2,10,15,12Months,"['4–5 new potatoes, quartered lengthways or cut into thirds depending on their size', '1–2 eggs, cut into sixths', '8 fine green beans', '1–2 tomatoes, cut into sixths', '1 carrot, finely grated', '1 mini cucumber, cut into 1 cm /½ inch sticks', '120 g/4¼ oz can tuna steak in spring water, drained and broken into large flakes', 'pitta bread, cut into fingers, to serve']","['Pour enough water to cover the potatoes into a saucepan and bring the water to the boil, part-cover with a lid to speed things up. When the water comes to the boil, cook the potatoes for 7 minutes, then carefully add the eggs and boil gently for 8 minutes, until hard boiled', 'After the eggs have been cooking for 3 minutes, add the green beans to the pan. When cooked, drain the potatoes, eggs and beans. Refresh the eggs under cold running water, then set aside', 'While the potatoes, egg and beans are cooking, prepare the tomatoes, carrot and cucumber', 'Peel the boiled eggs and cut into sixths lengthways. Cut the cooked potatoes into 1 cm/½ inch chunks, peeling off the skin if loose', 'Arrange all the salad ingredients onto two plates in separate piles. Serve with pitta bread fingers, if liked']",https://www.ellaskitchen.co.uk/recipes/delish-y-fishy-picky-plate,
31,Golden Egg Eggy Bread,This gloriously golden eggy bread makes the perfect quick + easy lunch with a nicely spiced taste twist!,1,5,4,12Months,"['1 egg', '1 tablespoon whole milk or milk of choice', '½ teaspoon mild curry powder', '¼ teaspoon ground turmeric', '1 small slice of wholemeal bread, crusts removed', 'small knob of unsalted butter']","['Crack the egg into a wide shallow bowl, add the milk and spices and beat with a fork until everything is well combined', 'Dunk the bread in the egg mixture, turning it once and pressing lightly to make sure that the bread absorbs the eggy liquid. Leave the bread to sit for 5 minutes', 'Heat a small knob of butter in a frying pan over a medium heat until melted. Add the bread and cook for 1–2 minutes on each side until light golden and the egg sets. Remove with a spatula to a plate and leave to cool slightly. Cut the eggy bread into quarters and serve with slices of avocado and cooked carrot sticks']",https://www.ellaskitchen.co.uk/recipes/golden-egg-eggy-bread,
32,Fin-tastic Fish Fingers,Our Fantastic Fish Fingers are super easy to make for a quick meal or snack. Sure to go down swimmingly!,2,5,5,12Months,"['2 small slices of wholemeal bread, crusts removed', '55 g/2 oz canned mackerel fillets in oil, drained', '3 teaspoons red pesto', '1 spring onion, finely chopped', '1 tomato, deseeded and diced', 'freshly ground black pepper']","['Preheat the grill to medium-high. Lightly toast both sides of each slice of bread', 'Lift the mackerel fillets out of the can into a bowl, discarding the oil and removing any skin or bones. Add the red pesto, spring onion and tomato and mash together with the back of a fork. Season with a little pepper', 'Remove the toasts from the grill and spoon the mackerel mixture onto one side of each slice of bread, spreading it out in an even layer, almost to the edges. Return the toasts to the grill and cook for 2–3 minutes or until the topping has heated through', 'Leave the toasts to cool slightly before cutting into fingers to serve with red pepper and cucumber sticks and hummus, if liked']",https://www.ellaskitchen.co.uk/recipes/fin-tastic-fish-fingers,
33,Go go go! Green Pancakes,These Spinach fritters are a super easy way to add extra veg into little + bigger kids’ diets.,3,5,10,12Months,"['100 g/3½ oz self-raising flour', '½ teaspoon baking powder', '100 ml/3½ fl oz whole milk or milk of choice', '30 g/1 oz spinach or kale leaves, tough stalks removed', '2 teaspoons melted butter', '1 egg, lightly beaten', '30 g/1 oz cheddar cheese, grated', '2 spring onions, finely chopped', 'olive oil, for cooking', 'freshly ground black pepper']","['Put the flour, baking powder, milk, spinach and melted butter in a blender. Add the egg and blitz to a thick batter. Leave the batter to rest for 20 minutes, then stir in the cheese and spring onions. Season the batter with pepper', 'Heat enough oil to lightly coat the bottom of a large frying pan over a medium heat. Add 3 tablespoons of the batter per fritter to the pan and cook for 2 minutes on each side until light golden. You should be able to cook 3–4 at a time', 'Add oil more to the pan, if needed, and cook a second batch of pancakes – there’s enough batter to make 8 in total', 'To serve, cut one pancake into 4–5 slices and accompany with steamed broccoli florets, carrot sticks and hummus on the side. The remaining pancakes will keep in an airtight container in the fridge for up to 2 days and can be reheated in a dry frying pan. Alternatively, freeze until needed']",https://www.ellaskitchen.co.uk/recipes/go-go-go-green-pancakes,
34,Poppin' Pea Pasta,"This makes an easy, peasy, speedy lunch using simple store cupboard ingredients. And you only need one pan. Yippea!",4,5,10,12Months,"['1 tablespoon olive oil, plus extra for drizzling', '2 large garlic cloves, finely chopped', '5 tomatoes, deseeded and finely chopped', '1 teaspoon dried oregano', '200 g/7 oz dried orzo pasta (or any other pasta will do!)', '500 ml/17 fl oz hot low-salt chicken or vegetable stock', '150 g/5½ oz frozen peas', 'good squeeze of lemon juice', '3 tablespoons finely grated fresh parmesan cheese']","['1 Heat the oil in a deep sauté pan over a medium-low heat. Add the garlic and tomatoes and cook for 1 minute, until softened. Stir in the oregano', 'Add the orzo (or your chosen pasta) and hot stock, mix until combined, then spread the pasta out evenly in the pan and bring the stock to a gentle bubble. Cook, stirring occasionally to prevent the pasta sticking to the bottom of the pan, for 4 minutes or until the pasta is halfway through cooking', 'Stir in the peas and add a good squeeze of lemon juice and cook for another 3–4 minutes until the pasta and peas are cooked. You may need to add extra hot stock, you want the pasta to be the right side of moist, without being too dry. Stir in the parmesan until combined', 'Spoon the pasta into bowls and serve topped with extra parmesan and a drizzle of olive oil, if you like']",https://www.ellaskitchen.co.uk/recipes/poppin-pea-pasta,
35,Tasty Tropical Topper,"These Tasty Topper ideas are a deeelicious way to jazz up a yogurt, porridge or custard with your toddlers favourite tastes!",4,5,5,12Months,"['1 carrot, about 75 g/2½ oz, peeled and sliced', '225 g/8 oz fresh mango chunks', 'juice of ½ orange']","['Steam or microwave the carrot until cooked and tender', 'Tip the carrot into a blender with the mango. Add the orange juice and blend until smooth and puréed', 'Serve on top, or stirred into, yogurt or porridge. Any leftover purée will keep in the fridge in an airtight container for up to 3 days']",https://www.ellaskitchen.co.uk/recipes/tasty-tropical-topper,
36,Fresh 'n' fruity tasty topper,"These Tasty Topper ideas are a deeelicious way to jazz up a yogurt, porridge or custard with your toddlers favourite tastes!",6,5,10,12Months,"['125 g/4½ oz frozen (or fresh) purple fruit, such as blueberries, dark stoneless cherries or forest fruit mix', '2 apples, finely grated (no need to peel)', '½ teaspoon ground cinnamon']","['Tip your choice of purple fruit into a medium saucepan with the apples and cinnamon', 'Place the pan on a medium-low heat and simmer, part covered with a lid, for 8–10 minutes, until soft and heated through. You can either purée the fruit mix in a blender or mash with the back of a fork to a semi-smooth consistency']",https://www.ellaskitchen.co.uk/recipes/fresh-n-fruity-tasty-topper,
37,Crackin' Coconut-y Topper,"These Tasty Topper ideas are a deeelicious way to jazz up a yogurt, porridge or custard with your toddlers favourite tastes!",140g,5,5,12Months,"['50 g/1¾ oz toasted hazelnuts, or nut of choice', '40 g/1½ oz unsweetened desiccated coconut', '50 g/1¾ oz sunflower seeds', '½ teaspoon ground cinnamon']","['Toast the desiccated coconut in a large, dry frying pan over a medium-low for 2 minutes, stirring occasionally, until light golden – keep an eye on the coconut as it can brown very quickly. Tip the coconut onto a plate and leave to cool', 'Repeat with the sunflower seeds, cooking them for 3 minutes, then leave to cool', 'Tip the toasted hazelnuts into a mini food processor or blender and pulse until very finely chopped', 'Add the toasted coconut +  sunflower seeds to the processor or blender and pulse until very finely chopped. Tip them into the bowl with the hazelnuts, add the cinnamon and stir until combined', 'To serve, sprinkle the coconut mix on top, or stirred into, yogurt and porridge. Store any leftovers in a lidded jar for up to 1 week in the fridge']",https://www.ellaskitchen.co.uk/recipes/crackin-coconut-y-topper,
38,rise n shine muffins,Our Easy Cheesy Muffins are perfect for breakfast or as a snack for hungry tummies!,21,10,20,12Months,"['3 tablespoons butter, melted, plus extra for greasing', '75 g/2½ oz plain flour', '75 g/2½ oz instant polenta or fine cornmeal', '1 teaspoon baking powder', '150 ml/5 fl oz plain yogurt', '3 tablespoons whole milk', '1 egg, lightly beaten', '75 g/2½ oz no-added sugar or salt canned sweetcorn, drained', '60 g/2¼ oz cheddar cheese, grated']","['Preheat the oven to 200°C/400°F/Gas Mark 6. Grease a 12-hole mini muffin tin or line the tin with mini muffin cases', 'Mix the flour with the polenta + baking powder in a large mixing bowl and make a well in the middle', 'Mix the yogurt, milk and egg in a jug, stir in the 3 tablespoons of melted butter until combined, then pour the mixture into the bowl containing the flour. Add the sweetcorn and cheese and gently mix with a wooden spoon until everything is combined – don’t overmix the batter or the muffins will be dense', 'Spoon the muffin batter into the tin or cases + bake for 15–20 minutes until risen. Test one muffin with a skewer to make sure it is cooked all the way through. Leave the muffins in the tin for a couple of minutes, then turn out onto a wire rack to cool', 'To serve, cut a warm or cold muffin into wedges for little ones and serve with slices of hard-boiled egg and tomato. Store the muffins in a lined airtight container for up to 4 days']",https://www.ellaskitchen.co.uk/recipes/breakfast-muffins,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvcmlzZS1uLXNoaW5lLW11ZmZpbnNfSHViMDIxLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
39,Top Banana Pancake Fingers,"Our Banana + Cinnamon Pancakes are oh so fluffy, with just the right sweetness from the banana meaning there’s no need to add any sugar! Serve them with thick plain yogurt + sticks of banana or your little one’s favourite fruit.",8,10,5,12Months,"['1 large ripe banana, peeled and broken into small pieces', '100 g/3½ oz self-raising flour', '1 tablespoon rolled oats', '½ teaspoon baking powder', '1 egg', '100 ml/3½ fl oz whole milk or milk of choice', '1 teaspoon ground cinnamon', 'unsalted butter, for cooking']","['Using a mini food processor or blender, blend together the banana, flour, oats, baking powder, egg, milk and cinnamon to make a smooth and creamy batter. Leave the batter to rest for 15 minutes', 'To cook the pancakes, heat a small knob of butter in a frying pan over a medium heat. Turn the heat down a little, then add spoonfuls of the batter to the pan – about 2 tablespoons for each pancake (you should be able to cook 3 to 4 pancakes in the pan at one time). Cook the pancakes for 1½–2 minutes on each side, turning them halfway, until light golden. Keep them warm on a covered plate while you cook about 8 pancakes, adding a little extra butter between batches if needed', 'To serve, cut the pancakes into fingers + serve  with thick Greek-style yogurt and slices of banana on the side']",https://www.ellaskitchen.co.uk/recipes/top-banana-pancake-fingers,
40,Oat So Apple-ing Overnight Oats,Our Fruity Overnight Oats are t-oat-lly awesome for starting the day right!,2,10,0,12Months,"['50 g/1¾ oz rolled porridge oats', '125 ml/4 fl oz whole milk or milk of choice', '1 teaspoon ground mixed seeds (optional)', 'For the fruit topping', '1 apple, peeled, cored and cut into small pieces', '1 pear, peeled, cored and cut into small pieces', '1 ripe nectarine, halved, stoned removed and cut into small pieces']","['Tip the oats into a bowl, pour over the milk + stir until combined. Cover the bowl and place it in the fridge overnight', 'The next morning, stir the seeds into the oats, if using. Mash the oats slightly with the back of the spoon for a smoother consistency, if preferred, adding a splash more milk if needed', 'To make the fruit topping, cook the apple + pear in a small saucepan with 3 tablespoons of water for 5 minutes, or until soft. Using a blender, purée the apple and pear with the nectarine until smooth, adding a little extra water if needed', 'To serve, spoon the fruit purée over the creamy oats. Any leftovers will keep in a container in the fridge for up to 3 days']",https://www.ellaskitchen.co.uk/recipes/apple-overnight-oats,
41,Say Cheese-y Crumpets,Try our perfectly balanced picky plate with your little kids!,1,5,0,12Months,"['1 Crumpet (+ optional butter)', 'Cheddar cheese', 'Cherry tomatoes', 'Cucumber']","['Toast your crumpet until warm and spread with butter, if using. Slice into fingers.', 'Slice the cheddar cheese into thin strips and place alongside the crumpets', 'Cut the cherry tomatoes into quarters', 'Slice the cucumber into batons about the length of your index finger + place alongside the tomatoes']",https://www.ellaskitchen.co.uk/recipes/say-cheese-y-crumpets,
42,Rainbow Prawn Stir fry,This Rainbow Prawn Stir fry makes a marvellous mini meal for hungry tummies or a lovely lunch or dinner option!,4,10,20,12Months,"['5ml olive oil', '5ml olive oil', '1 small onion, chopped', '1 small courgette or other green veg, chopped', '1 carrot, peeled and sliced', '1 bell pepper, sliced', '100g sweetcorn', '100g cooked small prawns', '200g cooked noodles', '2 tbsp honey', '1/2 tsp grated ginger', '1 tbsp reduced salt soy sauce']","['Heat olive oil in a frying pan on a medium heat + add the diced onion, courgette, carrot and peppers and cook until nice + soft', 'Add sweetcorn and cooked prawns to the pan', 'Cook your noodles as per pack instructions', 'Add the cooked noodles into the pan with the prawns and vegetables + stir fry until heated through', 'Mix together the honey, ginger + soy sauce and pour into the noodles, heat and stir the mix until the sauce is evenly coated', 'Chop it up into bite-sized pieces before serving, enjoy!']",https://www.ellaskitchen.co.uk/recipes/rainbow-prawn-stir-fry,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvUmFpbmJvdy1QcmF3bi1TdGlyLUZyeS0wMS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
43,"Cheery Chickpea Hummus, Crunchy Cucumber + Tomatoes",Try our perfectly balanced picky plate with your little kids!,1,5,0,12Months,"['½ Wholemeal pitta bread', 'Hummus', 'Cucumber', 'Cherry tomatoes', 'Milk/Milk alternative']","['Toast the pitta bread until it starts to brown', 'Let it cool down for a minute after toasting before cutting it into smaller fingers', 'Chop the cucumber into small sticks, about the length of your index finger', 'Slice the cherry tomatoes into quarter pieces and place with cucumber sticks', 'Place a couple of spoonful’s of hummus onto the plate', 'Serve with a glass of milk or milk alternative.']",https://www.ellaskitchen.co.uk/recipes/chickpea-hummus-crunchy-cucumber-tomatoes,
44,Super-duper Salmon Couscous,This Super-duper Salmon Cous Cous makes a great mini meal snack to fill hungry tummies!,2,5,20,12Months,"['1 Salmon fillet', 'Squeeze of lemon', 'Sprinkle of dried parsley', '120g Dried couscous', '120ml of boiling water for cous cous', '80g frozen peas', '80g sweetcorn', '½  Avocado']","['Place the salmon fillet onto a sheet of foil in an oven-proof dish and add the lemon juice and dried parsley', 'Seal the foil loosely around the salmon and bake in the oven until it is cooked through and flakes easily (about 12-15 mins at 180C)', 'Add the boiling water to the dried cous cous and leave until all the water is absorbed and the cous cous is nice + fluffy', 'Separate and fluff up the cous cous with a fork', 'Cook the frozen peas and sweetcorn in a saucepan with boiling water until soft + then drain', 'Finely mash the avocado', 'Flake the salmon and mash finely', 'In a bowl mix together your flaked salmon, cous cous, avocado + veg and serve']",https://www.ellaskitchen.co.uk/recipes/super-duper-salmon-cous-cous,
45,Pear-fectly Spiced Pear + Nutmeg Yoghurt.,Treat tiny tummies with this Pear-fectly Spiced Pear + Nutmeg Yoghurt.,2,1,0,6Months,"[""1 x Ella's Kitchen pears pears pears pouch"", '75g Greek yoghurt', 'Pinch of ground nutmeg']","['Add yoghurt into a bowl', 'Mix a pinch of nutmeg through the yoghurt', 'Swirl the pears, pears, pears pouch into the yoghurt.', 'Keep refrigerated and use within 48 hours. If freezing, defrost in the fridge and eat straight away.']",https://www.ellaskitchen.co.uk/recipes/spiced-pear-nutmeg-yoghurt,
46,Berry-licious apple + blackberry cooler,This berry yummy recipe is an apple-solutely deeelcious treat for all the family.,3,5,0,6Months,"['2 digestive or rich tea biscuits', '70ml of milk', '100ml yoghurt-plain or fruit (no added sugar yoghurt)', '1x apples apples apples pouch', '5 x blackberries']","['Soak the biscuits in milk until it forms a paste.', 'Add the yoghurt + fruit.', 'Blend until it forms a smooth texture']",https://www.ellaskitchen.co.uk/recipes/apple-blackberry-cooler,
47,Avocado froggie face,"Little ones will love creating + tasting this scrummy, hoppy froggy masterpiece! ribbit!",1,5,0,10Months,"['1/2 ripe avocado', 'squeeze of lemon juice', ""1 x thin slice of ripe pear or kiwi or apple (slice across so it's an oval shape) - pear or apple needs to be steamed or thinly sliced to avoid choking. For decoration: cherry tomato, spinach or basil leaves, chives, black olive pieces"", '2 x thin slices of cucumber', '1 x blueberry, halved + 2 x quarters of a blueberry', 'slice of strawberry for the smiley mouth (could also use red pepper or tomato)']","['Mash the avocado finely with a squeeze  of lemon juice (or lime) Create your  froggy face with this. Little ones can  help spread out the avo with the back  of a spoon or their hands.', 'Add the slice of pear, apple or kiwi for  the lower part of the face.', 'Add 2 slices of cucumber for the eyes +  then place the halved blueberries over  the cucumber.', 'Use the quartered blueberries for  nostrils + the strawberry slice for the  mouth.']",https://www.ellaskitchen.co.uk/recipes/avocado-froggie-face,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvYXZvY2Fkby1mcm9nZ2llLWZhY2UtYmFieS1yZWNpcGUucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMDAwLCJmaXQiOiJjb3ZlciJ9LCJ3aXRoTWV0YWRhdGEiOnRydWUsInRvRm9ybWF0Ijoid2VicCIsIndlYnAiOnsicXVhbGl0eSI6ODB9fX0=
48,Twisty twirly lion pasta,A super easy foodie fun recipe using Ella's Kitchen Bolognese Bake!,1,5,0,12Months,"[""1 x Ella's Kitchen Bolognese Bake pouch"", '1 x wholemeal wrap', '1 x olive', '1 x slice of red pepper', '1 x slice of cucumber']","['Lightly toast wrap under a medium grill. Use a pastry cutter, cut out one large circle for the face and a smaller circle for the ears which are then halved. Score the wrap with a sharp knife so that it’s easy to tear.', 'Slice olive into 4 lengthways.', 'Heat Bolognese Bake pouch as per instructions on pack.', 'Slice pepper thinly for the mouth', 'Assemble face']",https://www.ellaskitchen.co.uk/recipes/lion-pasta,
49,Tasty tropical broccoli jungle,Head off on an adventure to create your very own blooming lovely broccoli jungle!,1,5,15,12Months,"['4 x tenderstem broccoli florets', '2 x baby corn', '90g cooked quinoa', '2 tbsp cooked green lentils', '2 tbsp leftover pasta sauce / veg pouch', '20g sweetcorn', 'sprinkle of cress']","['Cook quinoa as per instructions. When cooked, stir through the lentils and left over pasta sauce/veg pouch', 'Steam broccoli and baby corn until soft.', 'Cut baby corn into disks.', 'Assemble your jungle']",https://www.ellaskitchen.co.uk/recipes/tropical-broccoli-jungle,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvdGFzdHktdHJvcGljYWwtYnJvY2NvbGktanVuZ2xlLWJhYnktcmVjaXBlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
50,Fun in the sunshine face,Brighten up your day with this easy peasy recipe! Perfect for keeping little fingers busy dipping!,1,10,5,10Months,"['70g diced butternut squash', '1 x hardboiled egg (for protein as to be suitable for a complete meal)', '1/2 tsp smoked paprika', '1/4 steamed/roasted yellow pepper', '1/4 wholemeal wrap', 'steamed/roasted red pepper / olives for eyes and smile']","['Steam butternut squash until soft.', 'Boil a medium egg for 5 minutes.', 'Blend both together with paprika until smooth.', 'Lightly toast wrap and cut into triangles.', 'Cut yellow pepper into triangles.', 'Assemble face']",https://www.ellaskitchen.co.uk/recipes/butternut-squash-sunshine-face,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvZnVuLWluLXRoZS1zdW5zaGluZS1iYWJ5LXJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
51,Courgetterpillar,Introducing…Courgetterpillar! Try this easy cheesy foodie fun recipe with your little ones. Perfect for keeping little fingers busy.,1,10,40,12Months,"['1 courgette half peeled (keep the peelings for its little feet)', '40g cream cheese', '40g grated cheddar', '1x wooden skewer (soaked in water)']","['Chop the end stalk off the courgette + peel one half of the courgette (keep the peel to use as his little feet)', 'Cut the courgette into discs - leaving the rounded end (head) a bit thicker', 'Mix cream cheese + cheddar together and spread a layer over each of courgette disc', 'Starting with the head - place on the skewer alternating peeled + unpeeled discs', 'Cut circles out for his eyes', 'Roast in the oven at 180’C fan for 40 minutes + cool before gobbling up!', 'Remove the skewer for safety reasons!']",https://www.ellaskitchen.co.uk/recipes/vegetable-courgette-kebab,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvY291cmdldHRlcnBpbGxhci1iYWJ5LXJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
52,Santa brussel sprout caterpillar,yule love this Christmas Brussels sprout caterpillar!,1,10,10,12Months,"['3 Brussels sprouts', 'Red pepper, roasted, whole', 'Cream cheese', 'Sesame or nigella seeds']","['Steam the sprouts until soft.', 'Cut the sprouts into flat slices + lay on plate to make the body.', 'Take the red pepper + cut two triangular shapes, one larger than the other, for the Santa hats. Use some leftover pepper to cut the mouth.', 'Add the cream cheese to create the trim + bobble for the hats, eyes and beard.', 'Add sesame or nigella seeds for eyes.']",https://www.ellaskitchen.co.uk/recipes/santa-brussel-sprout-caterpillar,
53,Coconut twist over night oats ( Dairy free),Wake up tiny taste buds!,2,5,0,7Months,"['20g oats', '80g coconut drinking milk', '30g grated apple', '1 Ella’s Kitchen Mangoes Mangoes Mangoes pouch']","['Remove the skin of the apple + finely grate', 'Place grated apple in a bowl + add 1 teaspoon of water', 'Heat in the microwave for 1 minute + leave to cool', 'Once cooled add oats, coconut milk + cinnamon to the bowl', 'Blend until slightly textured but not lumpy', 'Cover bowl + leave in fridge overnight or for at least 2 hours', 'Top with your Ella’s Kitchen Mangoes Mangoes Mangoes pouch', 'Refrigerate and use within 24 hours']",https://www.ellaskitchen.co.uk/recipes/coconut-twist-overnight-oats-dairy-free,
54,Wonderfully warming pear and ginger pudding,Warm up tiny taste buds!,4,5,0,7Months,"['1x pear pears pears pouch', '50ml whole milk', '50g plain/no added sugar yoghurt', '2 x ginger nut biscuits', 'Sprinkle of cinnamon']","['Soak the biscuits in milk until nice and soft', 'Add yoghurt, cinnamon and pears pears pears pouch to the biscuit mix', 'Blend until smooth']",https://www.ellaskitchen.co.uk/recipes/spiced-pear-ginger-pudding,
55,Veggie Omelette Fingers,Get your little ones tastes buds tingling with this scrummy veggie omelette recipe.,4,2,12,10Months,"['100g cooked potato', '70g courgette', '1x tomato', '40g onion', '50g feta cheese', '1x tbsp fresh chopped basil or 1x tsp of dried basil', '4x eggs']","['Dice up vegetables into small cubes', 'Cook the potato, courgette, tomato and onion with a little olive oil on a medium heat until soft', 'Whisk eggs in a separate bowl, crumble in feta and add basil', 'Line an ovenproof dish with baking parchment', 'Spread the cooked veg evenly across the base, pour the egg and cheese mix on top', 'Place in a preheated oven at 180’C for 12-14 minutes', 'Once cooled, mash up with a fork to make it age appropriate.']",https://www.ellaskitchen.co.uk/recipes/veggie-omelette-fingers,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvVmVnZ2llLU9tZWxldHRlLUZpbmdlcnMucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMDAwLCJmaXQiOiJjb3ZlciJ9LCJ3aXRoTWV0YWRhdGEiOnRydWUsInRvRm9ybWF0Ijoid2VicCIsIndlYnAiOnsicXVhbGl0eSI6ODB9fX0=
56,Dairy Free Sweetcorn and Chive Pancake Fingers,A great on the go snack!,4,2,5,7Months,"['1x egg', '½ tsp baking powder', '1 tbsp chopped chives', '100g tinned sweetcorn', '50ml tinned sweetcorn water', '60g flour', 'OR you can use...', 'add 2 Ella’s Kitchen Sweetcorn pouches', '20ml water', '50g flour']","['Blend the sweetcorn, egg and sweetcorn water until smooth.', 'Fold in the flour and baking powder. Mix until smooth.', 'Add in the chives.', 'Spoon 1 tbsp of mixture into an oiled frying pan over a low heat- turn after approximately 1 minute each side.', 'Cook in batches to avoid catching on the bottom.', 'Cut into fingers, the size and shape of an adult’s index finger and enjoy!', 'Suitable for home freezing and refrigerate for up to 5 days.']",https://www.ellaskitchen.co.uk/recipes/sweetcorn-chive-pancake-fingers,
